entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,auth_success,session_duration,command_sequence,device_fingerprint,label
dev_0101,edge_device,2024-01-19 10:26:00,172.25.40.185,US-NY,/admin/config,certificate,True,3.23,"[""cat"", ""awk""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""a6:f4:c0:a0:58:eb"", ""proto"": ""TLS1.3""}",normal
user_0073,user,2024-01-19 10:26:00,192.168.32.41,US-NY,/api/v1/payments,password,True,11.36,[],"{""os"": ""macOS 14"", ""mac"": ""4a:46:13:92:f1:47"", ""proto"": ""MQTT""}",normal
user_0047,user,2024-01-19 10:27:00,149.149.3.199,BR-SAO,/api/v1/logs,token,True,23.82,[],"{""os"": ""macOS 14"", ""mac"": ""65:c4:f7:36:79:c3"", ""proto"": ""SSH""}",normal
svc_0082,service_account,2024-01-19 10:29:00,138.194.248.126,UK-LDN,/api/v1/users,token,True,3.0,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""ff:c6:3c:86:85:e4"", ""proto"": ""TLS1.3""}",normal
dev_0117,edge_device,2024-01-19 10:30:00,84.22.43.174,SG-SGP,/api/v1/orders,certificate,True,3.74,[],"{""os"": ""CentOS 7"", ""mac"": ""bf:c3:e5:c1:c0:29"", ""proto"": ""MQTT""}",normal
user_0003,user,2024-01-19 10:32:00,66.237.72.95,UK-LDN,/api/v1/reports,token,True,9.79,[],"{""os"": ""macOS 14"", ""mac"": ""70:a6:1c:75:10:a1"", ""proto"": ""MQTT""}",normal
user_0011,user,2024-01-19 10:34:00,10.172.248.120,US-NY,/api/v1/payments,certificate,True,6.14,[],"{""os"": ""CentOS 7"", ""mac"": ""4f:61:97:6f:1d:1f"", ""proto"": ""SSH""}",normal
user_0075,user,2024-01-19 10:35:00,164.254.155.193,BR-SAO,/api/v1/users,password,True,6.3,[],"{""os"": ""CentOS 7"", ""mac"": ""5f:2b:b8:22:0a:c7"", ""proto"": ""MQTT""}",normal
user_0003,user,2024-01-19 10:35:00,210.188.191.254,UK-LDN,/api/v1/logs,token,True,18.26,[],"{""os"": ""macOS 14"", ""mac"": ""70:a6:1c:75:10:a1"", ""proto"": ""MQTT""}",normal
user_0024,user,2024-01-19 10:37:00,172.30.99.189,US-TX,/api/v1/orders,token,True,22.26,[],"{""os"": ""macOS 14"", ""mac"": ""ee:d4:1f:69:d7:c7"", ""proto"": ""TLS1.3""}",normal
user_0010,user,2024-01-19 10:38:00,179.123.154.12,UK-LDN,/api/v1/payments,password,True,14.44,[],"{""os"": ""Windows 11"", ""mac"": ""e2:32:19:07:2f:79"", ""proto"": ""TLS1.2""}",normal
user_0024,user,2024-01-19 10:41:00,172.29.175.112,US-TX,/api/v1/reports,token,True,37.96,[],"{""os"": ""macOS 14"", ""mac"": ""ee:d4:1f:69:d7:c7"", ""proto"": ""TLS1.3""}",normal
user_0062,user,2024-01-19 10:47:00,16.69.169.33,DE-BER,/api/v1/users,certificate,True,29.38,[],"{""os"": ""CentOS 7"", ""mac"": ""59:42:c2:75:b5:24"", ""proto"": ""MQTT""}",normal
dev_0102,edge_device,2024-01-19 10:49:00,153.79.79.225,DE-BER,/api/v1/orders,certificate,True,2.88,[],"{""os"": ""macOS 14"", ""mac"": ""98:73:98:93:6a:fa"", ""proto"": ""TLS1.3""}",normal
user_0010,user,2024-01-19 10:52:00,28.218.152.100,UK-LDN,/api/v1/logs,password,True,25.95,[],"{""os"": ""Windows 11"", ""mac"": ""e2:32:19:07:2f:79"", ""proto"": ""TLS1.2""}",normal
user_0008,user,2024-01-19 10:56:00,121.176.146.97,UK-LDN,/api/v1/orders,certificate,True,5.2,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""03:24:1e:75:22:10"", ""proto"": ""SSH""}",normal
user_0024,user,2024-01-19 11:00:00,10.150.126.212,US-TX,/api/v1/users,token,True,32.12,[],"{""os"": ""macOS 14"", ""mac"": ""ee:d4:1f:69:d7:c7"", ""proto"": ""TLS1.3""}",normal
user_0077,user,2024-01-19 11:01:00,46.252.185.93,AU-SYD,/api/v1/inventory,password,True,13.77,[],"{""os"": ""macOS 14"", ""mac"": ""9e:cb:f2:81:12:61"", ""proto"": ""SSH""}",normal
user_0021,user,2024-01-19 11:09:00,172.24.161.16,US-CA,/api/v1/payments,password,True,25.57,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""4b:0c:17:7d:f3:25"", ""proto"": ""MQTT""}",normal
user_0000,user,2024-01-19 11:11:00,10.253.122.39,US-NY,/admin/users,certificate,True,20.2,"[""ls"", ""curl"", ""awk"", ""cat""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""5c:99:8e:3e:50:7a"", ""proto"": ""SSH""}",device_spoofing
user_0034,user,2024-01-19 11:11:00,222.177.180.49,AU-SYD,/api/v1/reports,password,True,19.51,[],"{""os"": ""Windows 11"", ""mac"": ""81:f4:3a:21:cd:fb"", ""proto"": ""TLS1.3""}",normal
user_0025,user,2024-01-19 11:11:00,189.127.246.0,AU-SYD,/admin/config,token,False,28.9,"[""ls"", ""awk"", ""sed""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:df:f8:0e:c7:ac"", ""proto"": ""MQTT""}",normal
user_0024,user,2024-01-19 11:16:00,10.76.45.220,US-TX,/api/v1/reports,token,True,29.53,[],"{""os"": ""macOS 14"", ""mac"": ""ee:d4:1f:69:d7:c7"", ""proto"": ""TLS1.3""}",normal
user_0075,user,2024-01-19 11:17:00,175.176.212.243,BR-SAO,/api/v1/users,password,True,6.17,[],"{""os"": ""CentOS 7"", ""mac"": ""5f:2b:b8:22:0a:c7"", ""proto"": ""MQTT""}",normal
user_0071,user,2024-01-19 11:22:00,203.229.240.253,AU-SYD,/api/v1/reports,password,True,30.16,[],"{""os"": ""macOS 14"", ""mac"": ""e1:ec:90:c3:d6:52"", ""proto"": ""TLS1.2""}",normal
user_0038,user,2024-01-19 11:23:00,73.231.248.93,SG-SGP,/api/v1/users,certificate,True,35.37,[],"{""os"": ""macOS 14"", ""mac"": ""80:0d:2e:75:0a:89"", ""proto"": ""TLS1.3""}",normal
dev_0117,edge_device,2024-01-19 11:30:00,110.249.116.66,SG-SGP,/api/v1/orders,certificate,True,3.59,[],"{""os"": ""CentOS 7"", ""mac"": ""bf:c3:e5:c1:c0:29"", ""proto"": ""MQTT""}",normal
user_0010,user,2024-01-19 11:31:00,36.36.8.182,UK-LDN,/api/v1/logs,password,True,16.46,[],"{""os"": ""Windows 11"", ""mac"": ""e2:32:19:07:2f:79"", ""proto"": ""TLS1.2""}",normal
user_0077,user,2024-01-19 11:32:00,208.198.253.222,AU-SYD,/api/v1/orders,password,True,20.15,[],"{""os"": ""macOS 14"", ""mac"": ""9e:cb:f2:81:12:61"", ""proto"": ""SSH""}",normal
user_0043,user,2024-01-19 11:38:00,48.197.23.214,IN-MUM,/api/v1/reports,token,True,30.31,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""d2:16:a2:f2:c3:c5"", ""proto"": ""TLS1.2""}",normal
user_0018,user,2024-01-19 11:42:00,133.103.159.137,DE-BER,/api/v1/payments,certificate,True,18.67,[],"{""os"": ""macOS 14"", ""mac"": ""13:37:de:b0:a0:df"", ""proto"": ""TLS1.3""}",normal
user_0005,user,2024-01-19 11:55:00,172.29.243.152,US-TX,/api/v1/inventory,certificate,True,22.12,[],"{""os"": ""CentOS 7"", ""mac"": ""80:05:3a:88:ae:39"", ""proto"": ""SSH""}",normal
user_0074,user,2024-01-19 12:06:00,172.28.216.164,US-NY,/api/v1/inventory,password,True,31.18,[],"{""os"": ""macOS 14"", ""mac"": ""3e:18:7a:d6:ea:20"", ""proto"": ""TLS1.3""}",normal
user_0004,user,2024-01-19 12:06:00,213.83.249.214,AU-SYD,/api/v1/inventory,certificate,True,28.12,[],"{""os"": ""macOS 14"", ""mac"": ""db:cc:b9:70:46:fc"", ""proto"": ""TLS1.3""}",normal
dev_0113,edge_device,2024-01-19 12:12:00,123.122.248.246,JP-TYO,/api/v1/reports,certificate,True,0.73,[],"{""os"": ""CentOS 7"", ""mac"": ""6f:7e:29:e4:b9:27"", ""proto"": ""MQTT""}",normal
dev_0110,edge_device,2024-01-19 12:12:00,10.252.71.104,US-CA,/api/v1/orders,certificate,True,3.66,[],"{""os"": ""CentOS 7"", ""mac"": ""a5:7f:03:85:c4:78"", ""proto"": ""TLS1.3""}",normal
dev_0097,edge_device,2024-01-19 12:12:00,192.168.112.99,US-NY,/api/v1/orders,certificate,True,2.15,[],"{""os"": ""macOS 14"", ""mac"": ""f2:e9:4c:47:a7:a3"", ""proto"": ""MQTT""}",normal
user_0042,user,2024-01-19 12:27:00,14.254.171.116,SG-SGP,/api/v1/reports,password,True,28.26,[],"{""os"": ""macOS 14"", ""mac"": ""d4:ae:88:01:90:98"", ""proto"": ""MQTT""}",normal
svc_0093,service_account,2024-01-19 12:30:00,192.252.109.149,UK-LDN,/api/v1/logs,token,True,5.13,[],"{""os"": ""CentOS 7"", ""mac"": ""ff:9d:fe:0b:2e:c9"", ""proto"": ""TLS1.3""}",normal
user_0058,user,2024-01-19 12:34:00,10.128.97.56,US-TX,/api/v1/reports,certificate,True,12.08,[],"{""os"": ""Windows 11"", ""mac"": ""93:9f:b4:35:6c:4f"", ""proto"": ""MQTT""}",normal
user_0016,user,2024-01-19 12:34:00,182.65.182.161,SG-SGP,/api/v1/users,password,True,30.33,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""34:b5:d0:4f:79:53"", ""proto"": ""TLS1.2""}",normal
user_0000,user,2024-01-19 12:34:00,192.168.182.63,US-NY,/admin/users,certificate,True,26.4,"[""sed"", ""ls"", ""awk"", ""cat""]","{""os"": ""Windows 11"", ""mac"": ""d8:10:0f:2f:6f:77"", ""proto"": ""TLS1.3""}",normal
dev_0110,edge_device,2024-01-19 12:36:00,172.25.108.2,US-CA,/api/v1/orders,certificate,True,4.96,[],"{""os"": ""CentOS 7"", ""mac"": ""a5:7f:03:85:c4:78"", ""proto"": ""TLS1.3""}",normal
user_0002,user,2024-01-19 12:37:00,192.168.97.217,US-CA,/admin/users,password,True,23.69,"[""awk"", ""sed""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""94:28:77:33:c2:8e"", ""proto"": ""MQTT""}",normal
user_0020,user,2024-01-19 12:38:00,24.230.136.168,SG-SGP,/api/v1/inventory,token,True,34.82,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""dc:a4:ee:e2:e2:6d"", ""proto"": ""MQTT""}",normal
user_0076,user,2024-01-19 12:39:00,110.47.214.79,DE-BER,/api/v1/inventory,certificate,True,37.1,[],"{""os"": ""macOS 14"", ""mac"": ""44:16:b4:ad:59:ed"", ""proto"": ""MQTT""}",normal
user_0004,user,2024-01-19 12:43:00,175.41.159.107,UK-LDN,/api/v1/inventory,certificate,True,33.28,[],"{""os"": ""macOS 14"", ""mac"": ""db:cc:b9:70:46:fc"", ""proto"": ""TLS1.3""}",normal
user_0017,user,2024-01-19 12:45:00,129.154.248.100,UK-LDN,/api/v1/logs,password,True,7.71,[],"{""os"": ""CentOS 7"", ""mac"": ""71:66:eb:b3:9c:74"", ""proto"": ""TLS1.2""}",normal
user_0046,user,2024-01-19 12:50:00,194.224.12.16,UK-LDN,/api/v1/payments,certificate,True,11.32,[],"{""os"": ""CentOS 7"", ""mac"": ""7b:fe:49:76:ec:82"", ""proto"": ""MQTT""}",normal
user_0066,user,2024-01-19 12:53:00,108.148.255.229,DE-BER,/api/v1/payments,token,True,22.84,[],"{""os"": ""Windows 11"", ""mac"": ""2e:c4:ec:15:e6:60"", ""proto"": ""SSH""}",normal
user_0042,user,2024-01-19 12:54:00,139.59.105.52,SG-SGP,/admin/config,password,True,31.66,"[""ls"", ""curl"", ""awk"", ""cat""]","{""os"": ""macOS 14"", ""mac"": ""d4:ae:88:01:90:98"", ""proto"": ""MQTT""}",normal
svc_0093,service_account,2024-01-19 13:00:00,109.108.146.22,UK-LDN,/api/v1/logs,token,True,5.46,[],"{""os"": ""CentOS 7"", ""mac"": ""ff:9d:fe:0b:2e:c9"", ""proto"": ""TLS1.3""}",normal
user_0013,user,2024-01-19 13:01:00,136.146.39.12,DE-BER,/api/v1/payments,token,True,18.18,[],"{""os"": ""Windows 11"", ""mac"": ""25:6d:87:43:b2:23"", ""proto"": ""TLS1.2""}",normal
user_0002,user,2024-01-19 13:02:00,192.168.173.248,US-CA,/admin/config,password,True,30.97,"[""ls"", ""awk"", ""cat"", ""curl""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""94:28:77:33:c2:8e"", ""proto"": ""MQTT""}",normal
user_0030,user,2024-01-19 13:09:00,188.231.82.65,BR-SAO,/api/v1/users,token,True,29.36,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""ed:c2:ac:0e:fd:a6"", ""proto"": ""TLS1.2""}",normal
user_0005,user,2024-01-19 13:12:00,10.186.13.40,US-TX,/api/v1/reports,certificate,True,22.15,[],"{""os"": ""CentOS 7"", ""mac"": ""80:05:3a:88:ae:39"", ""proto"": ""SSH""}",normal
user_0003,user,2024-01-19 13:15:00,78.122.5.235,UK-LDN,/api/v1/logs,token,True,16.16,[],"{""os"": ""macOS 14"", ""mac"": ""70:a6:1c:75:10:a1"", ""proto"": ""MQTT""}",normal
user_0052,user,2024-01-19 13:16:00,139.96.254.254,JP-TYO,/api/v1/orders,token,True,13.14,[],"{""os"": ""CentOS 7"", ""mac"": ""78:b9:32:bc:b7:1f"", ""proto"": ""MQTT""}",normal
user_0023,user,2024-01-19 13:18:00,141.233.182.114,BR-SAO,/api/v1/payments,password,True,14.92,[],"{""os"": ""macOS 14"", ""mac"": ""f8:7a:8c:e1:27:92"", ""proto"": ""TLS1.2""}",normal
user_0008,user,2024-01-19 13:19:00,121.182.99.66,UK-LDN,/admin/config,certificate,True,7.47,"[""grep"", ""ls"", ""curl"", ""cat""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""03:24:1e:75:22:10"", ""proto"": ""SSH""}",normal
dev_0111,edge_device,2024-01-19 13:24:00,203.40.129.85,IN-MUM,/admin/config,certificate,True,1.33,"[""curl"", ""sed""]","{""os"": ""Windows 11"", ""mac"": ""85:b8:78:1f:3c:ee"", ""proto"": ""TLS1.3""}",normal
user_0004,user,2024-01-19 13:27:00,139.212.111.95,UK-LDN,/admin/config,certificate,True,27.36,"[""ls"", ""grep"", ""awk""]","{""os"": ""macOS 14"", ""mac"": ""db:cc:b9:70:46:fc"", ""proto"": ""TLS1.3""}",normal
user_0075,user,2024-01-19 13:27:00,155.135.222.145,BR-SAO,/api/v1/users,password,True,5.14,[],"{""os"": ""CentOS 7"", ""mac"": ""5f:2b:b8:22:0a:c7"", ""proto"": ""MQTT""}",normal
user_0020,user,2024-01-19 13:31:00,25.115.131.192,SG-SGP,/api/v1/payments,token,True,36.6,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""dc:a4:ee:e2:e2:6d"", ""proto"": ""MQTT""}",normal
dev_0108,edge_device,2024-01-19 13:37:00,140.61.75.253,JP-TYO,/api/v1/payments,certificate,True,1.84,[],"{""os"": ""macOS 14"", ""mac"": ""e8:fc:44:ef:8b:62"", ""proto"": ""MQTT""}",normal
user_0027,user,2024-01-19 13:38:00,194.188.142.251,SG-SGP,/api/v1/users,password,True,8.74,[],"{""os"": ""Windows 11"", ""mac"": ""14:0f:7e:66:0a:4e"", ""proto"": ""TLS1.2""}",normal
user_0001,user,2024-01-19 13:42:00,32.122.15.22,UK-LDN,/api/v1/inventory,password,True,26.93,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""ac:34:2f:c2:31:b7"", ""proto"": ""SSH""}",normal
dev_0102,edge_device,2024-01-19 13:43:00,215.239.15.107,DE-BER,/api/v1/orders,certificate,True,1.75,[],"{""os"": ""macOS 14"", ""mac"": ""98:73:98:93:6a:fa"", ""proto"": ""TLS1.3""}",normal
dev_0107,edge_device,2024-01-19 13:46:00,204.155.171.247,UK-LDN,/api/v1/orders,certificate,True,0.5,[],"{""os"": ""CentOS 7"", ""mac"": ""5a:12:cb:fd:5f:94"", ""proto"": ""MQTT""}",normal
user_0076,user,2024-01-19 13:48:00,192.168.246.123,US-NY,/api/v1/users,certificate,True,13.44,[],"{""os"": ""macOS 14"", ""mac"": ""44:16:b4:ad:59:ed"", ""proto"": ""MQTT""}",normal
user_0013,user,2024-01-19 13:56:00,149.161.209.149,DE-BER,/admin/users,token,True,24.65,"[""curl"", ""sed"", ""grep"", ""cat""]","{""os"": ""Windows 11"", ""mac"": ""25:6d:87:43:b2:23"", ""proto"": ""TLS1.2""}",normal
user_0038,user,2024-01-19 13:57:00,204.134.214.50,DE-BER,/api/v1/reports,certificate,True,36.29,[],"{""os"": ""macOS 14"", ""mac"": ""80:0d:2e:75:0a:89"", ""proto"": ""TLS1.3""}",normal
user_0048,user,2024-01-19 13:57:00,10.87.246.248,US-NY,/api/v1/inventory,token,True,11.86,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""b4:70:61:80:46:31"", ""proto"": ""TLS1.3""}",normal
user_0046,user,2024-01-19 14:07:00,162.120.51.255,UK-LDN,/api/v1/payments,certificate,True,14.25,[],"{""os"": ""CentOS 7"", ""mac"": ""7b:fe:49:76:ec:82"", ""proto"": ""MQTT""}",normal
user_0011,user,2024-01-19 14:15:00,192.168.74.40,US-TX,/api/v1/inventory,certificate,True,6.15,[],"{""os"": ""CentOS 7"", ""mac"": ""4f:61:97:6f:1d:1f"", ""proto"": ""SSH""}",normal
user_0069,user,2024-01-19 14:16:00,166.102.79.112,SG-SGP,/api/v1/inventory,token,True,13.82,[],"{""os"": ""Windows 11"", ""mac"": ""b9:9e:5c:6d:ae:f8"", ""proto"": ""TLS1.2""}",normal
user_0050,user,2024-01-19 14:18:00,215.128.109.70,SG-SGP,/admin/config,token,True,37.73,"[""awk"", ""grep"", ""ls""]","{""os"": ""macOS 14"", ""mac"": ""c3:be:37:77:f1:0c"", ""proto"": ""SSH""}",normal
user_0024,user,2024-01-19 14:25:00,10.129.91.231,US-TX,/api/v1/payments,token,True,30.0,[],"{""os"": ""macOS 14"", ""mac"": ""ee:d4:1f:69:d7:c7"", ""proto"": ""TLS1.3""}",normal
user_0031,user,2024-01-19 14:29:00,150.51.139.25,DE-BER,/api/v1/reports,password,True,19.25,[],"{""os"": ""CentOS 7"", ""mac"": ""fa:7b:f3:fb:e5:08"", ""proto"": ""TLS1.3""}",normal
user_0013,user,2024-01-19 14:30:00,89.14.250.244,DE-BER,/api/v1/payments,token,True,19.47,[],"{""os"": ""Windows 11"", ""mac"": ""25:6d:87:43:b2:23"", ""proto"": ""TLS1.2""}",normal
user_0077,user,2024-01-19 14:34:00,195.227.81.113,AU-SYD,/api/v1/users,password,True,17.54,[],"{""os"": ""macOS 14"", ""mac"": ""9e:cb:f2:81:12:61"", ""proto"": ""SSH""}",normal
user_0042,user,2024-01-19 14:35:00,220.72.33.89,SG-SGP,/api/v1/orders,password,True,33.35,[],"{""os"": ""macOS 14"", ""mac"": ""d4:ae:88:01:90:98"", ""proto"": ""MQTT""}",normal
user_0025,user,2024-01-19 14:40:00,148.236.57.155,AU-SYD,/admin/config,token,True,35.08,"[""curl"", ""grep"", ""sed"", ""ls""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""8b:df:f8:0e:c7:ac"", ""proto"": ""MQTT""}",normal
dev_0105,edge_device,2024-01-19 14:43:00,222.85.60.22,BR-SAO,/admin/users,certificate,True,0.5,"[""sed"", ""cat""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""1a:33:d3:a9:f1:33"", ""proto"": ""MQTT""}",normal
user_0021,user,2024-01-19 14:44:00,192.168.243.26,US-CA,/api/v1/payments,password,True,17.43,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""4b:0c:17:7d:f3:25"", ""proto"": ""MQTT""}",normal
user_0070,user,2024-01-19 14:44:00,211.90.168.176,DE-BER,/admin/users,certificate,True,24.17,"[""grep"", ""ls""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""c0:4e:53:5c:54:e0"", ""proto"": ""TLS1.3""}",normal
user_0066,user,2024-01-19 14:46:00,221.41.222.88,DE-BER,/api/v1/users,token,True,20.28,[],"{""os"": ""Windows 11"", ""mac"": ""2e:c4:ec:15:e6:60"", ""proto"": ""SSH""}",normal
user_0061,user,2024-01-19 14:48:00,222.189.50.191,SG-SGP,/api/v1/reports,password,True,10.42,[],"{""os"": ""macOS 14"", ""mac"": ""f9:9d:17:70:ca:1c"", ""proto"": ""TLS1.3""}",normal
user_0017,user,2024-01-19 14:49:00,145.64.234.178,UK-LDN,/api/v1/logs,password,True,5.11,[],"{""os"": ""CentOS 7"", ""mac"": ""71:66:eb:b3:9c:74"", ""proto"": ""TLS1.2""}",normal
user_0047,user,2024-01-19 14:49:00,156.245.13.38,DE-BER,/admin/config,token,True,22.94,"[""curl"", ""grep"", ""awk""]","{""os"": ""macOS 14"", ""mac"": ""65:c4:f7:36:79:c3"", ""proto"": ""SSH""}",normal
user_0011,user,2024-01-19 14:52:00,192.168.181.121,US-TX,/admin/config,certificate,True,7.61,"[""awk"", ""curl"", ""sed""]","{""os"": ""CentOS 7"", ""mac"": ""4f:61:97:6f:1d:1f"", ""proto"": ""SSH""}",normal
user_0037,user,2024-01-19 14:54:00,176.220.180.16,UK-LDN,/api/v1/inventory,password,True,18.05,[],"{""os"": ""Ubuntu 22.04"", ""mac"": ""88:48:24:1e:54:9d"", ""proto"": ""SSH""}",normal
user_0027,user,2024-01-19 14:55:00,8.20.56.237,DE-BER,/admin/config,password,True,10.67,"[""cat"", ""grep"", ""ls""]","{""os"": ""Windows 11"", ""mac"": ""14:0f:7e:66:0a:4e"", ""proto"": ""TLS1.2""}",normal
user_0000,user,2024-01-19 15:00:00,192.168.97.110,US-NY,/api/v1/payments,certificate,True,17.36,[],"{""os"": ""Windows 11"", ""mac"": ""d8:10:0f:2f:6f:77"", ""proto"": ""TLS1.3""}",normal
user_0070,user,2024-01-19 15:08:00,220.12.246.108,DE-BER,/admin/users,certificate,True,16.65,"[""ls"", ""grep"", ""curl""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""c0:4e:53:5c:54:e0"", ""proto"": ""TLS1.3""}",normal
user_0064,user,2024-01-19 15:08:00,192.168.187.54,US-CA,/api/v1/reports,certificate,True,15.06,[],"{""os"": ""Windows 11"", ""mac"": ""63:b2:b3:4b:78:34"", ""proto"": ""TLS1.2""}",normal
user_0011,user,2024-01-19 15:08:00,172.16.251.80,US-NY,/admin/users,certificate,True,8.95,"[""cat"", ""grep"", ""sed"", ""curl""]","{""os"": ""CentOS 7"", ""mac"": ""4f:61:97:6f:1d:1f"", ""proto"": ""SSH""}",normal
dev_0096,edge_device,2024-01-19 15:17:00,158.111.191.203,DE-BER,/api/v1/orders,certificate,True,3.09,[],"{""os"": ""Windows 11"", ""mac"": ""c9:bf:ad:bb:49:65"", ""proto"": ""TLS1.3""}",normal
user_0033,user,2024-01-19 15:26:00,75.195.251.114,UK-LDN,/api/v1/payments,password,True,28.56,[],"{""os"": ""macOS 14"", ""mac"": ""5b:9a:07:40:8c:17"", ""proto"": ""TLS1.3""}",normal
user_0045,user,2024-01-19 15:28:00,192.168.89.47,US-NY,/admin/users,password,True,21.48,"[""sed"", ""curl"", ""awk"", ""ls""]","{""os"": ""Windows 11"", ""mac"": ""e3:55:99:0e:17:a6"", ""proto"": ""TLS1.3""}",normal
user_0013,user,2024-01-19 15:30:00,221.189.62.236,DE-BER,/api/v1/payments,token,True,19.47,[],"{""os"": ""Windows 11"", ""mac"": ""25:6d:87:43:b2:23"", ""proto"": ""TLS1.2""}",normal
user_0073,user,2024-01-19 15:33:00,215.58.87.4,SG-SGP,/api/v1/payments,password,True,17.55,[],"{""os"": ""macOS 14"", ""mac"": ""4a:46:13:92:f1:47"", ""proto"": ""MQTT""}",normal
user_0059,user,2024-01-19 15:35:00,172.17.234.192,US-CA,/admin/config,password,True,6.86,"[""sed"", ""cat"", ""ls"", ""awk""]","{""os"": ""macOS 14"", ""mac"": ""9e:ad:b3:03:5c:49"", ""proto"": ""MQTT""}",normal
user_0073,user,2024-01-19 15:36:00,172.24.248.76,US-NY,/api/v1/users,password,True,23.64,[],"{""os"": ""macOS 14"", ""mac"": ""4a:46:13:92:f1:47"", ""proto"": ""MQTT""}",normal
user_0064,user,2024-01-19 15:38:00,192.168.1.200,US-CA,/api/v1/payments,certificate,True,10.29,[],"{""os"": ""Windows 11"", ""mac"": ""63:b2:b3:4b:78:34"", ""proto"": ""TLS1.2""}",normal
dev_0095,edge_device,2024-01-19 15:38:00,200.33.146.114,IN-MUM,/api/v1/users,certificate,True,4.43,[],"{""os"": ""CentOS 7"", ""mac"": ""1a:63:b9:93:25:c5"", ""proto"": ""TLS1.3""}",normal
user_0012,user,2024-01-19 15:41:00,10.93.76.219,US-NY,/admin/users,password,True,13.76,"[""grep"", ""cat"", ""curl"", ""ls""]","{""os"": ""CentOS 7"", ""mac"": ""3d:7e:14:29:d6:a1"", ""proto"": ""SSH""}",normal
user_0050,user,2024-01-19 15:42:00,182.147.217.212,SG-SGP,/api/v1/logs,token,True,30.57,[],"{""os"": ""macOS 14"", ""mac"": ""c3:be:37:77:f1:0c"", ""proto"": ""SSH""}",normal
user_0005,user,2024-01-19 15:51:00,10.8.84.114,US-TX,/api/v1/inventory,certificate,True,15.0,[],"{""os"": ""CentOS 7"", ""mac"": ""80:05:3a:88:ae:39"", ""proto"": ""SSH""}",normal
user_0078,user,2024-01-19 15:51:00,14.250.204.39,DE-BER,/api/v1/orders,certificate,True,23.27,[],"{""os"": ""CentOS 7"", ""mac"": ""bc:88:2a:d9:28:dc"", ""proto"": ""TLS1.2""}",normal
user_0074,user,2024-01-19 15:53:00,10.63.221.167,US-NY,/api/v1/users,password,True,37.99,[],"{""os"": ""macOS 14"", ""mac"": ""3e:18:7a:d6:ea:20"", ""proto"": ""TLS1.3""}",normal
user_0007,user,2024-01-19 15:57:00,172.27.30.104,US-CA,/admin/users,certificate,True,21.88,"[""ls"", ""curl""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""87:d8:6c:66:9f:cc"", ""proto"": ""SSH""}",normal
user_0028,user,2024-01-19 16:00:00,156.182.81.44,AU-SYD,/api/v1/logs,token,True,8.93,[],"{""os"": ""Windows 11"", ""mac"": ""0d:9f:c0:cb:65:26"", ""proto"": ""TLS1.2""}",normal
user_0026,user,2024-01-19 16:08:00,187.45.20.248,JP-TYO,/admin/users,token,True,15.91,"[""ls"", ""awk""]","{""os"": ""Ubuntu 22.04"", ""mac"": ""ec:5d:19:85:c2:a7"", ""proto"": ""TLS1.2""}",normal
user_0060,user,2024-01-19 16:11:00,172.31.157.12,US-CA,/api/v1/inventory,certificate,True,23.33,[],"{""os"": ""macOS 14"", ""mac"": ""2b:1a:4f:50:19:29"", ""proto"": ""SSH""}",normal
user_0067,user,2024-01-19 16:12:00,145.242.239.228,AU-SYD,/api/v1/payments,password,True,39.38,[],"{""os"": ""CentOS 7"", ""mac"": ""e0:51:ba:be:90:c6"", ""proto"": ""MQTT""}",normal
user_0011,user,2024-01-19 16:14:00,10.20.157.71,US-NY,/admin/users,certificate,True,6.57,"[""cat"", ""ls""]","{""os"": ""CentOS 7"", ""mac"": ""4f:61:97:6f:1d:1f"", ""proto"": ""SSH""}",normal
user_0079,user,2024-01-19 16:15:00,217.160.245.188,IN-MUM,/api/v1/reports,token,True,21.65,[],"{""os"": ""Windows 11"", ""mac"": ""b4:de:8c:1d:26:cf"", ""proto"": ""SSH""}",normal
